invoice_number,invoice_date,invoice_type,direction,product_code,product_name,quantity,unit_price,total_value,partner_cui,partner_name,linked_invoice
FC1313,2024-09-16,factura,issued,P012,Lant transmisie 428H-128L,5,54.78,273.9,RO78901234,SC Holding Cereale SRL,
FC1313,2024-09-16,factura,issued,P010,Bolt piston 80mm,18,17.91,322.38,RO78901234,SC Holding Cereale SRL,
FC1727,2024-09-16,factura,issued,P022,Filtru combustibil universal,25,23.65,591.25,RO56789012,SC Utilaje Campiei SRL,
FC1727,2024-09-16,factura,issued,P002,Curea trapezoidala B68,22,21.82,480.04,RO56789012,SC Utilaje Campiei SRL,
FC1727,2024-09-16,factura,issued,P021,Placuta frana set 4buc,7,86.33,604.31,RO56789012,SC Utilaje Campiei SRL,
FC2052,2024-09-16,factura,issued,P018,Arc supapa motor D-110,28,6.36,178.08,RO11223344,SC Agro Suceava SRL,
FC2116,2024-09-16,factura,issued,P010,Bolt piston 80mm,25,17.77,444.25,RO22334455,SC Utilaje Iasi SRL,
FC2116,2024-09-16,factura,issued,P006,Pompa hidraulica seria 1,2,521.94,1043.88,RO22334455,SC Utilaje Iasi SRL,
FC1461,2024-09-17,factura,issued,P023,Radiator apa tractor 4 cilindri,1,320.01,320.01,RO34567890,SC Tehnica Agricola SA,
FC1461,2024-09-17,factura,issued,P001,Rulment 6205-2RS SKF,35,29.13,1019.55,RO34567890,SC Tehnica Agricola SA,
FC1461,2024-09-17,factura,issued,P021,Placuta frana set 4buc,7,87.38,611.66,RO34567890,SC Tehnica Agricola SA,
FC1798,2024-09-17,factura,issued,P016,Injector motor diesel Perkins,19,146.54,2784.26,RO67890123,SC Agrotrans Olt SRL,
FC1798,2024-09-17,factura,issued,P010,Bolt piston 80mm,18,17.81,320.58,RO67890123,SC Agrotrans Olt SRL,
FC1798,2024-09-17,factura,issued,P009,Filtru aer motor John Deere,24,63.04,1512.96,RO67890123,SC Agrotrans Olt SRL,
FC1071,2024-09-18,factura,issued,P008,Garnitura chiulasa U650,9,97.58,878.22,RO12345678,SC Agro Muntenia SRL,
FC1071,2024-09-18,factura,issued,P025,Cablu ambreiaj U651,10,27.54,275.4,RO12345678,SC Agro Muntenia SRL,
FC1071,2024-09-18,factura,issued,P024,Garnitura capac distributie,18,14.61,262.98,RO12345678,SC Agro Muntenia SRL,
FC1071,2024-09-18,factura,issued,P004,Bujie tractor U650,65,12.84,834.6,RO12345678,SC Agro Muntenia SRL,
FC1565,2024-09-18,factura,issued,P007,Furtun hidraulic 1/2 1m,23,37.38,859.74,RO45678901,SC Agroservice Dobrogea SRL,
FC1565,2024-09-18,factura,issued,P003,Filtru ulei hidraulic JCB,16,86.44,1383.04,RO45678901,SC Agroservice Dobrogea SRL,
FC1565,2024-09-18,factura,issued,P023,Radiator apa tractor 4 cilindri,1,328.63,328.63,RO45678901,SC Agroservice Dobrogea SRL,
FC1938,2024-09-18,factura,issued,P022,Filtru combustibil universal,27,23.41,632.07,RO90123456,SC Bazele Agriculturii SRL,
FC2178,2024-09-18,factura,issued,P005,Disc frictiune ambreiaj U650,7,207.85,1454.95,RO33445566,SC Agro Moldova SRL,
FC2178,2024-09-18,factura,issued,P013,Termostat motor 82C,11,31.21,343.31,RO33445566,SC Agro Moldova SRL,
FC2178,2024-09-18,factura,issued,P024,Garnitura capac distributie,9,15.37,138.33,RO33445566,SC Agro Moldova SRL,
FC2178,2024-09-18,factura,issued,P008,Garnitura chiulasa U650,2,96.59,193.18,RO33445566,SC Agro Moldova SRL,
RF5396,2024-09-18,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,183,14.19,2596.77,RO40000001,SC Rulmenti SA Barlad,
FC1314,2024-09-19,factura,issued,P010,Bolt piston 80mm,13,17.73,230.49,RO78901234,SC Holding Cereale SRL,
RF5038,2024-09-19,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,64,4.1,262.4,RO40000003,SC Auto Parts Distribution SA,
RF5292,2024-09-19,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,64,47.85,3062.4,RO40000004,SC Agro Import SRL,
FC1072,2024-09-20,factura,issued,P005,Disc frictiune ambreiaj U650,9,214.27,1928.43,RO12345678,SC Agro Muntenia SRL,
RF5068,2024-09-20,factura,received,P004,BUJIE M14x1.25 ECH. U650,250,6.27,1567.5,RO40000003,SC Auto Parts Distribution SA,
RF5098,2024-09-20,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,29,105.65,3063.85,RO40000004,SC Agro Import SRL,
FC1073,2024-09-23,factura,issued,P008,Garnitura chiulasa U650,9,97.55,877.95,RO12345678,SC Agro Muntenia SRL,
FC1073,2024-09-23,factura,issued,P004,Bujie tractor U650,71,12.47,885.37,RO12345678,SC Agro Muntenia SRL,
FC1996,2024-09-23,factura,issued,P006,Pompa hidraulica seria 1,1,530.41,530.41,RO01234567,SC Mecanica Campului SRL,
FC1996,2024-09-23,factura,issued,P007,Furtun hidraulic 1/2 1m,18,37.16,668.88,RO01234567,SC Mecanica Campului SRL,
FC1996,2024-09-23,factura,issued,P021,Placuta frana set 4buc,9,86.09,774.81,RO01234567,SC Mecanica Campului SRL,
FC1315,2024-09-24,factura,issued,P009,Filtru aer motor John Deere,21,63.67,1337.07,RO78901234,SC Holding Cereale SRL,
FC1315,2024-09-24,factura,issued,P008,Garnitura chiulasa U650,5,94.04,470.2,RO78901234,SC Holding Cereale SRL,
FC1315,2024-09-24,factura,issued,P010,Bolt piston 80mm,11,18.13,199.43,RO78901234,SC Holding Cereale SRL,
FC1462,2024-09-24,factura,issued,P021,Placuta frana set 4buc,11,86.09,946.99,RO34567890,SC Tehnica Agricola SA,
FC1864,2024-09-24,factura,issued,P005,Disc frictiune ambreiaj U650,5,210.68,1053.4,RO89012345,SC Piese Tractor Nord SRL,
FC1864,2024-09-24,factura,issued,P026,Buton contact pornire,3,8.89,26.67,RO89012345,SC Piese Tractor Nord SRL,
FC1864,2024-09-24,factura,issued,P009,Filtru aer motor John Deere,18,63.32,1139.76,RO89012345,SC Piese Tractor Nord SRL,
RF5489,2024-09-24,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,51,15.62,796.62,RO40000003,SC Auto Parts Distribution SA,
FC1652,2024-09-25,factura,issued,P001,Rulment 6205-2RS SKF,23,28.17,647.91,RO23456789,SC Ferma Verde SRL,
FC1652,2024-09-25,factura,issued,P025,Cablu ambreiaj U651,11,27.23,299.53,RO23456789,SC Ferma Verde SRL,
FC1652,2024-09-25,factura,issued,P008,Garnitura chiulasa U650,2,95.23,190.46,RO23456789,SC Ferma Verde SRL,
FC1074,2024-09-26,factura,issued,P023,Radiator apa tractor 4 cilindri,2,324.19,648.38,RO12345678,SC Agro Muntenia SRL,
FC1074,2024-09-26,factura,issued,P026,Buton contact pornire,16,9.15,146.4,RO12345678,SC Agro Muntenia SRL,
FC1316,2024-09-27,factura,issued,P010,Bolt piston 80mm,18,18.39,331.02,RO78901234,SC Holding Cereale SRL,
FC1316,2024-09-27,factura,issued,P018,Arc supapa motor D-110,40,6.68,267.2,RO78901234,SC Holding Cereale SRL,
FC1939,2024-09-27,factura,issued,P018,Arc supapa motor D-110,22,6.6,145.2,RO90123456,SC Bazele Agriculturii SRL,
FC1939,2024-09-27,factura,issued,P004,Bujie tractor U650,32,12.62,403.84,RO90123456,SC Bazele Agriculturii SRL,
FC2117,2024-09-27,factura,issued,P020,Rulment roata fata 6307,15,43.05,645.75,RO22334455,SC Utilaje Iasi SRL,
FC2117,2024-09-27,factura,issued,P002,Curea trapezoidala B68,27,21.35,576.45,RO22334455,SC Utilaje Iasi SRL,
RF5570,2024-09-29,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,69,8.57,591.33,RO40000004,SC Agro Import SRL,
FC1075,2024-09-30,factura,issued,P019,Bieleta directie tractor,18,72.33,1301.94,RO12345678,SC Agro Muntenia SRL,
FC1075,2024-09-30,factura,issued,P026,Buton contact pornire,16,9.22,147.52,RO12345678,SC Agro Muntenia SRL,
FC1317,2024-09-30,factura,issued,P021,Placuta frana set 4buc,6,87.02,522.12,RO78901234,SC Holding Cereale SRL,
FC1317,2024-09-30,factura,issued,P009,Filtru aer motor John Deere,18,63.73,1147.14,RO78901234,SC Holding Cereale SRL,
FC1463,2024-09-30,factura,issued,P012,Lant transmisie 428H-128L,15,54.86,822.9,RO34567890,SC Tehnica Agricola SA,
FC1463,2024-09-30,factura,issued,P021,Placuta frana set 4buc,11,87.03,957.33,RO34567890,SC Tehnica Agricola SA,
FC1566,2024-09-30,factura,issued,P019,Bieleta directie tractor,6,72.8,436.8,RO45678901,SC Agroservice Dobrogea SRL,
FC1566,2024-09-30,factura,issued,P016,Injector motor diesel Perkins,18,141.1,2539.8,RO45678901,SC Agroservice Dobrogea SRL,
FC1799,2024-09-30,factura,issued,P017,Pompa injectie Lucas DPC,6,797.31,4783.86,RO67890123,SC Agrotrans Olt SRL,
FC2053,2024-09-30,factura,issued,P010,Bolt piston 80mm,14,17.86,250.04,RO11223344,SC Agro Suceava SRL,
FC2053,2024-09-30,factura,issued,P009,Filtru aer motor John Deere,34,60.78,2066.52,RO11223344,SC Agro Suceava SRL,
FC2053,2024-09-30,factura,issued,P013,Termostat motor 82C,9,32.05,288.45,RO11223344,SC Agro Suceava SRL,
FC2179,2024-09-30,factura,issued,P005,Disc frictiune ambreiaj U650,5,215.69,1078.45,RO33445566,SC Agro Moldova SRL,
FC2179,2024-09-30,factura,issued,P004,Bujie tractor U650,36,12.71,457.56,RO33445566,SC Agro Moldova SRL,
FC2179,2024-09-30,factura,issued,P026,Buton contact pornire,3,8.8,26.4,RO33445566,SC Agro Moldova SRL,
RF5150,2024-09-30,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,86,12.72,1093.92,RO40000003,SC Auto Parts Distribution SA,
RF5266,2024-09-30,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,70,17.47,1222.9,RO40000002,SC Hidraulica Industriala SRL,
RF5517,2024-09-30,factura,received,P009,FILTRU AER PRIMAR JD AR50041,274,28.53,7817.22,RO40000005,SC Pompe si Filtre SRL,
FC1728,2024-10-01,factura,issued,P021,Placuta frana set 4buc,9,87.93,791.37,RO56789012,SC Utilaje Campiei SRL,
FC1728,2024-10-01,factura,issued,P009,Filtru aer motor John Deere,9,60.38,543.42,RO56789012,SC Utilaje Campiei SRL,
RF5543,2024-10-01,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,128,42.85,5484.8,RO40000003,SC Auto Parts Distribution SA,
FC1076,2024-10-02,factura,issued,P005,Disc frictiune ambreiaj U650,15,207.5,3112.5,RO12345678,SC Agro Muntenia SRL,
FC1076,2024-10-02,factura,issued,P021,Placuta frana set 4buc,22,88.97,1957.34,RO12345678,SC Agro Muntenia SRL,
FC1076,2024-10-02,factura,issued,P025,Cablu ambreiaj U651,22,28.51,627.22,RO12345678,SC Agro Muntenia SRL,
FC1076,2024-10-02,factura,issued,P024,Garnitura capac distributie,27,15.27,412.29,RO12345678,SC Agro Muntenia SRL,
RF5423,2024-10-02,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,15,281.06,4215.9,RO40000004,SC Agro Import SRL,
FC1077,2024-10-04,factura,issued,P016,Injector motor diesel Perkins,14,146.41,2049.74,RO12345678,SC Agro Muntenia SRL,
FC1318,2024-10-04,factura,issued,P017,Pompa injectie Lucas DPC,2,783.55,1567.1,RO78901234,SC Holding Cereale SRL,
FC1318,2024-10-04,factura,issued,P013,Termostat motor 82C,10,31.51,315.1,RO78901234,SC Holding Cereale SRL,
FC1653,2024-10-04,factura,issued,P005,Disc frictiune ambreiaj U650,4,208.65,834.6,RO23456789,SC Ferma Verde SRL,
FC1653,2024-10-04,factura,issued,P003,Filtru ulei hidraulic JCB,10,84.72,847.2,RO23456789,SC Ferma Verde SRL,
FC1653,2024-10-04,factura,issued,P024,Garnitura capac distributie,9,15.09,135.81,RO23456789,SC Ferma Verde SRL,
FC1865,2024-10-04,factura,issued,P025,Cablu ambreiaj U651,8,27.96,223.68,RO89012345,SC Piese Tractor Nord SRL,
RF5222,2024-10-04,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,72,34.1,2455.2,RO40000002,SC Hidraulica Industriala SRL,
RF5177,2024-10-06,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,126,10.42,1312.92,RO40000005,SC Pompe si Filtre SRL,
FC1078,2024-10-07,factura,issued,P003,Filtru ulei hidraulic JCB,23,84.66,1947.18,RO12345678,SC Agro Muntenia SRL,
FC1078,2024-10-07,factura,issued,P008,Garnitura chiulasa U650,12,94.21,1130.52,RO12345678,SC Agro Muntenia SRL,
FC1078,2024-10-07,factura,issued,P009,Filtru aer motor John Deere,42,63.46,2665.32,RO12345678,SC Agro Muntenia SRL,
FC1940,2024-10-07,factura,issued,P009,Filtru aer motor John Deere,16,62.69,1003.04,RO90123456,SC Bazele Agriculturii SRL,
FC1940,2024-10-07,factura,issued,P018,Arc supapa motor D-110,37,6.36,235.32,RO90123456,SC Bazele Agriculturii SRL,
FC1940,2024-10-07,factura,issued,P007,Furtun hidraulic 1/2 1m,21,38.38,805.98,RO90123456,SC Bazele Agriculturii SRL,
FC1997,2024-10-07,factura,issued,P019,Bieleta directie tractor,10,72.54,725.4,RO01234567,SC Mecanica Campului SRL,
FC1997,2024-10-07,factura,issued,P003,Filtru ulei hidraulic JCB,15,85.63,1284.45,RO01234567,SC Mecanica Campului SRL,
FC2118,2024-10-07,factura,issued,P009,Filtru aer motor John Deere,12,61.61,739.32,RO22334455,SC Utilaje Iasi SRL,
FC2118,2024-10-07,factura,issued,P011,Semering ax roata 50x72x10,24,9.64,231.36,RO22334455,SC Utilaje Iasi SRL,
RF5370,2024-10-07,factura,received,P016,INJECTOR ASS. PERKINS 3.152,56,73.01,4088.56,RO40000004,SC Agro Import SRL,
FC1866,2024-10-08,factura,issued,P026,Buton contact pornire,3,8.79,26.37,RO89012345,SC Piese Tractor Nord SRL,
FC1866,2024-10-08,factura,issued,P012,Lant transmisie 428H-128L,12,54.8,657.6,RO89012345,SC Piese Tractor Nord SRL,
RF5008,2024-10-08,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,132,7.13,941.16,RO40000004,SC Agro Import SRL,
FC1079,2024-10-09,factura,issued,P005,Disc frictiune ambreiaj U650,7,211.9,1483.3,RO12345678,SC Agro Muntenia SRL,
FC1079,2024-10-09,factura,issued,P014,Alternator 14V 55A reconditionat,7,382.64,2678.48,RO12345678,SC Agro Muntenia SRL,
FC1464,2024-10-09,factura,issued,P011,Semering ax roata 50x72x10,45,9.22,414.9,RO34567890,SC Tehnica Agricola SA,
FC1464,2024-10-09,factura,issued,P014,Alternator 14V 55A reconditionat,7,374.84,2623.88,RO34567890,SC Tehnica Agricola SA,
FC1464,2024-10-09,factura,issued,P002,Curea trapezoidala B68,26,22.34,580.84,RO34567890,SC Tehnica Agricola SA,
FC1729,2024-10-09,factura,issued,P021,Placuta frana set 4buc,10,88.39,883.9,RO56789012,SC Utilaje Campiei SRL,
FC1729,2024-10-09,factura,issued,P004,Bujie tractor U650,37,12.51,462.87,RO56789012,SC Utilaje Campiei SRL,
FC1729,2024-10-09,factura,issued,P009,Filtru aer motor John Deere,14,61.65,863.1,RO56789012,SC Utilaje Campiei SRL,
FC2180,2024-10-09,factura,issued,P022,Filtru combustibil universal,19,24.1,457.9,RO33445566,SC Agro Moldova SRL,
FC2180,2024-10-09,factura,issued,P025,Cablu ambreiaj U651,6,27.63,165.78,RO33445566,SC Agro Moldova SRL,
FC2180,2024-10-09,factura,issued,P004,Bujie tractor U650,33,12.33,406.89,RO33445566,SC Agro Moldova SRL,
FC2180,2024-10-09,factura,issued,P008,Garnitura chiulasa U650,1,92.71,92.71,RO33445566,SC Agro Moldova SRL,
RF5069,2024-10-09,factura,received,P004,BUJIE M14x1.25 ECH. U650,192,6.21,1192.32,RO40000003,SC Auto Parts Distribution SA,
RF5599,2024-10-09,factura,received,P012,LANT SIMPLU 428H 128 ZALE,57,27.02,1540.14,RO40000003,SC Auto Parts Distribution SA,
FC1319,2024-10-10,factura,issued,P012,Lant transmisie 428H-128L,8,55.15,441.2,RO78901234,SC Holding Cereale SRL,
FC1319,2024-10-10,factura,issued,P009,Filtru aer motor John Deere,14,62.68,877.52,RO78901234,SC Holding Cereale SRL,
FC1319,2024-10-10,factura,issued,P016,Injector motor diesel Perkins,4,145.44,581.76,RO78901234,SC Holding Cereale SRL,
FC1567,2024-10-10,factura,issued,P019,Bieleta directie tractor,5,72.43,362.15,RO45678901,SC Agroservice Dobrogea SRL,
FC1567,2024-10-10,factura,issued,P010,Bolt piston 80mm,17,17.56,298.52,RO45678901,SC Agroservice Dobrogea SRL,
FC1800,2024-10-10,factura,issued,P013,Termostat motor 82C,14,32.75,458.5,RO67890123,SC Agrotrans Olt SRL,
FC1080,2024-10-11,factura,issued,P008,Garnitura chiulasa U650,10,93.55,935.5,RO12345678,SC Agro Muntenia SRL,
FC1080,2024-10-11,factura,issued,P025,Cablu ambreiaj U651,22,28.73,632.06,RO12345678,SC Agro Muntenia SRL,
FC1080,2024-10-11,factura,issued,P021,Placuta frana set 4buc,20,86.83,1736.6,RO12345678,SC Agro Muntenia SRL,
FC1080,2024-10-11,factura,issued,P006,Pompa hidraulica seria 1,5,518.47,2592.35,RO12345678,SC Agro Muntenia SRL,
RF5099,2024-10-11,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,40,113.62,4544.8,RO40000004,SC Agro Import SRL,
RF5123,2024-10-11,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,59,19.61,1156.99,RO40000001,SC Rulmenti SA Barlad,
RF5196,2024-10-13,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,14,414.64,5804.96,RO40000004,SC Agro Import SRL,
RF5321,2024-10-13,factura,received,P002,CUREA B-68 LA TRAPEZ,128,11.24,1438.72,RO40000003,SC Auto Parts Distribution SA,
FC1081,2024-10-14,factura,issued,P024,Garnitura capac distributie,22,14.84,326.48,RO12345678,SC Agro Muntenia SRL,
FC1081,2024-10-14,factura,issued,P007,Furtun hidraulic 1/2 1m,55,37.97,2088.35,RO12345678,SC Agro Muntenia SRL,
FC1081,2024-10-14,factura,issued,P010,Bolt piston 80mm,29,17.84,517.36,RO12345678,SC Agro Muntenia SRL,
FC1320,2024-10-14,factura,issued,P017,Pompa injectie Lucas DPC,1,789.02,789.02,RO78901234,SC Holding Cereale SRL,
FC1320,2024-10-14,factura,issued,P013,Termostat motor 82C,8,32.61,260.88,RO78901234,SC Holding Cereale SRL,
FC1320,2024-10-14,factura,issued,P010,Bolt piston 80mm,18,18.32,329.76,RO78901234,SC Holding Cereale SRL,
FC1941,2024-10-14,factura,issued,P010,Bolt piston 80mm,16,18.07,289.12,RO90123456,SC Bazele Agriculturii SRL,
FC1941,2024-10-14,factura,issued,P022,Filtru combustibil universal,27,23.89,645.03,RO90123456,SC Bazele Agriculturii SRL,
RF5246,2024-10-14,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,81,42.57,3448.17,RO40000005,SC Pompe si Filtre SRL,
FC1082,2024-10-15,factura,issued,P021,Placuta frana set 4buc,30,88.29,2648.7,RO12345678,SC Agro Muntenia SRL,
FC1082,2024-10-15,factura,issued,P025,Cablu ambreiaj U651,21,28.03,588.63,RO12345678,SC Agro Muntenia SRL,
FC1654,2024-10-15,factura,issued,P005,Disc frictiune ambreiaj U650,2,205.37,410.74,RO23456789,SC Ferma Verde SRL,
FC1654,2024-10-15,factura,issued,P008,Garnitura chiulasa U650,3,92.62,277.86,RO23456789,SC Ferma Verde SRL,
RF5490,2024-10-15,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,42,15.1,634.2,RO40000003,SC Auto Parts Distribution SA,
FC1465,2024-10-16,factura,issued,P011,Semering ax roata 50x72x10,32,9.58,306.56,RO34567890,SC Tehnica Agricola SA,
FC1465,2024-10-16,factura,issued,P020,Rulment roata fata 6307,15,41.76,626.4,RO34567890,SC Tehnica Agricola SA,
FC1465,2024-10-16,factura,issued,P001,Rulment 6205-2RS SKF,26,29.3,761.8,RO34567890,SC Tehnica Agricola SA,
FC1465,2024-10-16,factura,issued,P012,Lant transmisie 428H-128L,11,54.61,600.71,RO34567890,SC Tehnica Agricola SA,
RF5446,2024-10-16,factura,received,P023,RADIATOR RACIRE 4-CIL. TRACTOR T,6,155.02,930.12,RO40000002,SC Hidraulica Industriala SRL,
FC2119,2024-10-17,factura,issued,P024,Garnitura capac distributie,10,15.35,153.5,RO22334455,SC Utilaje Iasi SRL,
FC2119,2024-10-17,factura,issued,P001,Rulment 6205-2RS SKF,22,29.34,645.48,RO22334455,SC Utilaje Iasi SRL,
RF5293,2024-10-17,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,48,51.07,2451.36,RO40000004,SC Agro Import SRL,
FC1568,2024-10-18,factura,issued,P016,Injector motor diesel Perkins,9,148.75,1338.75,RO45678901,SC Agroservice Dobrogea SRL,
FC1568,2024-10-18,factura,issued,P019,Bieleta directie tractor,6,71.57,429.42,RO45678901,SC Agroservice Dobrogea SRL,
FC1867,2024-10-18,factura,issued,P004,Bujie tractor U650,37,12.43,459.91,RO89012345,SC Piese Tractor Nord SRL,
FC1466,2024-10-19,storno,issued,P020,Rulment roata fata 6307,-2,43.13,-86.26,RO34567890,SC Tehnica Agricola SA,FC1465
FC1083,2024-10-21,factura,issued,P008,Garnitura chiulasa U650,8,93.52,748.16,RO12345678,SC Agro Muntenia SRL,
FC1083,2024-10-21,factura,issued,P019,Bieleta directie tractor,13,71.9,934.7,RO12345678,SC Agro Muntenia SRL,
FC1321,2024-10-21,factura,issued,P016,Injector motor diesel Perkins,7,146.87,1028.09,RO78901234,SC Holding Cereale SRL,
FC1321,2024-10-21,factura,issued,P010,Bolt piston 80mm,18,18.31,329.58,RO78901234,SC Holding Cereale SRL,
FC1730,2024-10-21,factura,issued,P012,Lant transmisie 428H-128L,7,53.58,375.06,RO56789012,SC Utilaje Campiei SRL,
FC1998,2024-10-21,factura,issued,P006,Pompa hidraulica seria 1,5,507.16,2535.8,RO01234567,SC Mecanica Campului SRL,
FC1998,2024-10-21,factura,issued,P002,Curea trapezoidala B68,32,21.56,689.92,RO01234567,SC Mecanica Campului SRL,
FC1998,2024-10-21,factura,issued,P019,Bieleta directie tractor,8,69.95,559.6,RO01234567,SC Mecanica Campului SRL,
FC1998,2024-10-21,factura,issued,P007,Furtun hidraulic 1/2 1m,22,38.3,842.6,RO01234567,SC Mecanica Campului SRL,
FC2054,2024-10-21,factura,issued,P013,Termostat motor 82C,13,32.73,425.49,RO11223344,SC Agro Suceava SRL,
FC2054,2024-10-21,factura,issued,P017,Pompa injectie Lucas DPC,3,762.72,2288.16,RO11223344,SC Agro Suceava SRL,
FC2054,2024-10-21,factura,issued,P008,Garnitura chiulasa U650,3,93.23,279.69,RO11223344,SC Agro Suceava SRL,
FC2181,2024-10-21,factura,issued,P024,Garnitura capac distributie,8,15.28,122.24,RO33445566,SC Agro Moldova SRL,
FC2181,2024-10-21,factura,issued,P005,Disc frictiune ambreiaj U650,6,212.24,1273.44,RO33445566,SC Agro Moldova SRL,
RF5267,2024-10-21,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,174,17.28,3006.72,RO40000002,SC Hidraulica Industriala SRL,
FC1467,2024-10-22,factura,issued,P012,Lant transmisie 428H-128L,18,54.1,973.8,RO34567890,SC Tehnica Agricola SA,
FC1467,2024-10-22,factura,issued,P001,Rulment 6205-2RS SKF,34,29.14,990.76,RO34567890,SC Tehnica Agricola SA,
FC1467,2024-10-22,factura,issued,P020,Rulment roata fata 6307,23,41.53,955.19,RO34567890,SC Tehnica Agricola SA,
RF5039,2024-10-22,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,38,3.97,150.86,RO40000003,SC Auto Parts Distribution SA,
FC1084,2024-10-24,factura,issued,P003,Filtru ulei hidraulic JCB,21,84.51,1774.71,RO12345678,SC Agro Muntenia SRL,
FC1084,2024-10-24,factura,issued,P006,Pompa hidraulica seria 1,5,511.99,2559.95,RO12345678,SC Agro Muntenia SRL,
RF5571,2024-10-24,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,128,9.1,1164.8,RO40000004,SC Agro Import SRL,
FC2120,2024-10-25,factura,issued,P002,Curea trapezoidala B68,18,21.8,392.4,RO22334455,SC Utilaje Iasi SRL,
FC2120,2024-10-25,factura,issued,P020,Rulment roata fata 6307,9,42.53,382.77,RO22334455,SC Utilaje Iasi SRL,
FC2120,2024-10-25,factura,issued,P023,Radiator apa tractor 4 cilindri,1,322.59,322.59,RO22334455,SC Utilaje Iasi SRL,
RF5397,2024-10-25,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,136,13.94,1895.84,RO40000001,SC Rulmenti SA Barlad,
RF5223,2024-10-26,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,59,33.81,1994.79,RO40000002,SC Hidraulica Industriala SRL,
RF5009,2024-10-27,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,83,7.08,587.64,RO40000004,SC Agro Import SRL,
FC1085,2024-10-28,factura,issued,P019,Bieleta directie tractor,14,74.15,1038.1,RO12345678,SC Agro Muntenia SRL,
FC1085,2024-10-28,factura,issued,P007,Furtun hidraulic 1/2 1m,54,38.11,2057.94,RO12345678,SC Agro Muntenia SRL,
FC1322,2024-10-28,factura,issued,P013,Termostat motor 82C,16,32.08,513.28,RO78901234,SC Holding Cereale SRL,
FC1322,2024-10-28,factura,issued,P012,Lant transmisie 428H-128L,5,55.96,279.8,RO78901234,SC Holding Cereale SRL,
FC1322,2024-10-28,factura,issued,P020,Rulment roata fata 6307,10,41.65,416.5,RO78901234,SC Holding Cereale SRL,
FC1322,2024-10-28,factura,issued,P017,Pompa injectie Lucas DPC,3,798.51,2395.53,RO78901234,SC Holding Cereale SRL,
FC1801,2024-10-28,factura,issued,P013,Termostat motor 82C,12,32.91,394.92,RO67890123,SC Agrotrans Olt SRL,
FC1801,2024-10-28,factura,issued,P008,Garnitura chiulasa U650,2,93.3,186.6,RO67890123,SC Agrotrans Olt SRL,
FC1801,2024-10-28,factura,issued,P017,Pompa injectie Lucas DPC,1,762.55,762.55,RO67890123,SC Agrotrans Olt SRL,
FC1999,2024-10-28,factura,issued,P019,Bieleta directie tractor,8,70.21,561.68,RO01234567,SC Mecanica Campului SRL,
FC1468,2024-10-29,factura,issued,P006,Pompa hidraulica seria 1,3,533.99,1601.97,RO34567890,SC Tehnica Agricola SA,
FC1468,2024-10-29,factura,issued,P001,Rulment 6205-2RS SKF,28,28.42,795.76,RO34567890,SC Tehnica Agricola SA,
FC1569,2024-10-29,factura,issued,P023,Radiator apa tractor 4 cilindri,1,325.25,325.25,RO45678901,SC Agroservice Dobrogea SRL,
FC1569,2024-10-29,factura,issued,P003,Filtru ulei hidraulic JCB,10,83.34,833.4,RO45678901,SC Agroservice Dobrogea SRL,
FC1655,2024-10-29,factura,issued,P008,Garnitura chiulasa U650,4,92.63,370.52,RO23456789,SC Ferma Verde SRL,
FC1868,2024-10-29,factura,issued,P026,Buton contact pornire,5,9.26,46.3,RO89012345,SC Piese Tractor Nord SRL,
RF5100,2024-10-29,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,22,113.55,2498.1,RO40000004,SC Agro Import SRL,
RF5345,2024-10-30,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,155,4.14,641.7,RO40000001,SC Rulmenti SA Barlad,
FC1731,2024-10-31,factura,issued,P012,Lant transmisie 428H-128L,14,53.87,754.18,RO56789012,SC Utilaje Campiei SRL,
